1	1.1806	5
2	1.4272	6
3	1.7678	6
4	2.1124	8
5	2.41	8
6	2.6668	8
7	2.9068	8
8	3.0584	8
9	3.2254	8
10	3.3792	8
11	3.5562	9
12	3.7482	9
13	3.8934	9
14	4.0764	9
15	4.1982	9
16	4.3754	9
17	4.5976	9
18	4.8362	9
19	5.107	9
20	5.3742	9
21	5.4826	9
22	5.701	9
23	5.8992	9
24	6.1116	9
25	6.2414	9
26	6.4526	9
27	6.5764	9
28	6.6406	9
29	6.7366	9
30	6.7982	9
31	6.8782	9
32	6.9032	9
33	6.9304	9
34	6.9442	9
35	7.01	9
36	6.9926	9
37	7.0062	9
38	7.0616	9
39	7.1226	9
40	7.0766	9
41	7.1252	9
42	7.1606	9
43	7.13	9
44	7.1616	9
45	7.1478	9
46	7.1758	9
47	7.191	9
48	7.1798	8
49	7.159	8
50	7.1262	8
51	7.1424	8
52	7.159	8
53	7.162	8
54	7.148	8
55	7.1556	8
56	7.1494	8
57	7.1938	8
58	7.1774	8
59	7.1868	8
60	7.2042	8
61	7.2106	8
62	7.218	8
63	7.2064	8
64	7.2454	8
65	7.2438	8
66	7.218	8
67	7.2158	8
68	7.2196	8
69	7.2276	8
70	7.2462	8
71	7.2414	8
72	7.2538	8
73	7.24	8
74	7.2652	8
75	7.2784	8
76	7.3024	8
77	7.2878	8
78	7.291	8
79	7.2778	8
80	7.3142	8
81	7.3304	8
82	7.3126	8
83	7.2908	8
84	7.2698	8
85	7.3158	8
86	7.3208	8
87	7.31	8
88	7.3216	8
89	7.3218	8
90	7.3176	8
91	7.3412	8
92	7.3532	8
93	7.316	8
94	7.3578	8
95	7.3508	8
96	7.3742	8
97	7.3558	8
98	7.3966	8
99	7.3974	8
100	7.3748	8
101	7.3626	8
102	7.3678	8
103	7.3988	8
104	7.392	8
105	7.4222	8
106	7.3566	8
107	7.3952	8
108	7.35	8
109	7.3824	8
110	7.3896	8
111	7.3678	8
112	7.3898	8
113	7.3686	8
114	7.4082	8
115	7.4138	8
116	7.4174	8
117	7.4124	8
118	7.4006	8
119	7.4198	8
120	7.4376	8
121	7.4184	8
122	7.4236	8
123	7.4376	8
124	7.4554	8
125	7.4558	8
126	7.4244	8
127	7.4114	8
128	7.4064	8
129	7.3934	8
130	7.4288	8
131	7.453	8
132	7.4368	8
133	7.4708	8
134	7.4636	8
135	7.4346	8
136	7.4166	8
137	7.4168	8
138	7.4472	8
139	7.4264	8
140	7.43	8
141	7.401	8
142	7.4288	8
143	7.416	8
144	7.403	8
145	7.4176	8
146	7.4198	8
147	7.3914	8
148	7.422	8
149	7.4382	8
150	7.425	8
151	7.4138	8
152	7.3926	8
153	7.4198	8
154	7.4186	8
155	7.454	8
156	7.4252	8
157	7.4428	8
158	7.4408	8
159	7.4526	8
160	7.4244	8
161	7.432	8
162	7.4048	8
163	7.3914	8
164	7.417	8
165	7.425	8
166	7.4412	8
167	7.4172	8
168	7.4182	8
169	7.4046	8
170	7.4148	8
171	7.432	8
172	7.4312	8
173	7.4592	8
174	7.4568	8
175	7.448	8
176	7.4216	8
177	7.4292	8
178	7.4248	8
179	7.4262	8
180	7.4322	8
181	7.4546	8
182	7.4772	8
183	7.4596	8
184	7.4642	8
185	7.4544	8
186	7.444	8
187	7.424	8
188	7.4334	8
189	7.443	8
190	7.4224	8
191	7.3754	8
192	7.3942	8
193	7.3956	8
194	7.4318	8
195	7.4264	8
196	7.4394	8
197	7.4308	8
198	7.4312	8
199	7.4392	8
200	7.4426	8
201	7.4504	8
202	7.434	8
203	7.448	8
204	7.4504	8
205	7.4328	8
206	7.452	8
207	7.4502	8
208	7.4602	8
209	7.4392	8
210	7.4466	8
211	7.4588	8
212	7.4618	8
213	7.4544	8
214	7.4248	8
215	7.4546	8
216	7.4714	8
217	7.464	8
218	7.4664	8
219	7.4246	8
220	7.431	8
221	7.4372	8
222	7.4216	8
223	7.4388	8
224	7.44	8
225	7.4254	8
226	7.4186	8
227	7.4534	8
228	7.4552	8
229	7.4332	8
230	7.4718	8
231	7.4646	8
232	7.4662	8
233	7.4748	8
234	7.4562	8
235	7.4388	8
236	7.447	8
237	7.4514	8
238	7.4544	8
239	7.4516	8
240	7.4692	8
241	7.4444	8
242	7.4258	8
243	7.4492	8
244	7.4554	8
245	7.481	8
246	7.4742	8
247	7.431	8
248	7.4428	8
249	7.4458	8
250	7.484	8
